DateTime,VehicleID,X,Y,Longitude,Latitude,Speed,Acceleration,FuelConsumption,CO2Emission,TravelTime,ActionId,ActionName,ActionParam,ActionDuration,LaneMaxSpeed,Neighbors,AllowedSpeed,VehicleAdded,VehicleAddedAhead,VehicleAddedBehind,ActionVehicleAhead,ActionVehicleBehind
11,veh1,0.0,0.0,0.0,0.0,0.0,0.0,156325.16261208756,490124.6491527721,84.0,0,Aucune,0.0,0,0.0,0,0.0,4,2,2,0,0
45,veh1,611.7114638978668,634.1152936319709,1.4691204729858167,43.56556300931147,17.642004249944677,0.8465333533634869,229103.5162965595,718307.6429400556,75.0,1,accelerate,9.730612064565822,7,16.66,2,15.632078,4,1,3,1,0
57,veh1,527.3667172454113,761.0221246311654,1.4680474632146137,43.56669130618892,6.556737861015213,2.5849998251262782,206694.67504958573,648048.5655539973,72.0,1,accelerate,8.200016461730314,11,16.66,1,15.632078,2,2,0,2,0
40,veh1,636.3975052801385,605.4004362482415,1.4694325929330998,43.56530863968123,17.336812525601456,4.322868844936178,255918.26143601208,802376.2971595636,79.0,1,accelerate,4.133418245430519,15,16.66,1,15.632078,3,3,0,3,0
35,veh1,672.6475198915518,547.0411199518009,1.469894608134362,43.564789356180285,18.243016548594905,2.43864432724893,427396.15931892727,1339944.4896081071,393.0,1,accelerate,9.12055912148757,15,16.66,1,15.632078,5,3,2,2,0
70,veh1,488.8549734358151,826.1100706064998,1.467555884204812,43.56727077042984,13.245254201220991,-3.0695833883446753,250397.43543444708,785069.1510629165,75.0,1,accelerate,6.320143154504356,19,15.3,1,14.35599,5,3,2,0,3
61,veh1,519.5343771444361,783.9357156179593,1.4679452809942333,43.56689625127073,2.2769337084746724,-2.424115767741336,205024.6802974012,642812.2299505702,73.0,1,accelerate,7.973137406030238,13,16.66,1,15.632078,4,2,2,0,2
55,veh1,514.8634207331982,798.1419684541626,1.4678842189334564,43.567023346316134,13.850382577249803,8.91624777810648,201537.95939725102,631880.9194274705,66.0,1,accelerate,5.745715752831309,14,16.66,1,15.632078,3,0,3,1,0
29,veh1,627.2782595226977,571.5430972426934,1.469327429577012,43.56500237891573,3.7258425691979946,-1.241375440126542,180774.33659866228,566780.1109262407,83.0,1,accelerate,4.459858798776603,8,27.78,3,18.766000000000002,3,2,1,0,1
35,veh1,623.2196652211464,618.0498333598968,1.469266588937839,43.565420312267364,14.892004406251015,-3.594149255659431,206140.97276813054,646313.4478483276,63.0,1,accelerate,9.151214984074606,9,16.66,2,15.632078,0,0,0,1,0
50,veh1,528.9514082018198,756.8995711971552,1.468068020157928,43.56665446211239,1.4001345975705317,0.21516718897460452,224454.99220261417,703732.9754989635,66.0,1,accelerate,9.492214443767958,14,16.66,1,15.632078,0,0,0,1,0
13,veh1,523.5117647182695,491.2409183291491,1.4680612961485642,43.56426237336321,6.883536400273442,6.883536400273442,183769.70252757063,576172.2561733144,65.0,1,accelerate,3.007853759679466,12,27.78,1,18.766000000000002,0,0,0,0,1
55,veh1,539.8848217068687,738.921560270012,1.468207462513438,43.56649445635199,4.056432393339611,0.8679996422853891,192564.929297511,603747.2457249244,80.0,1,accelerate,3.348301002832722,8,16.66,2,15.632078,4,3,1,1,2
12,veh1,0.0,0.0,0.0,0.0,0.0,0.0,157245.92011548087,493012.71030417585,72.0,0,Aucune,0.0,0,0.0,0,0.0,0,0,0,0,0
