DateTime,VehicleID,X,Y,Longitude,Latitude,Speed,Acceleration,FuelConsumption,CO2Emission,TravelTime,ActionId,ActionName,ActionParam,ActionDuration,LaneMaxSpeed,Neighbors,AllowedSpeed,VehicleAdded,VehicleAddedAhead,VehicleAddedBehind,ActionVehicleAhead,ActionVehicleBehind
51,veh1,662.9411586716561,593.0536873906307,1.4697639741822341,43.5652019060092,10.714949597483388,-3.85710641563249,127508.02909556977,399771.2880359426,97.0,2,decelerate,12.540303459442496,13,44.44,1,18.766000000000002,12,6,6,2,2
27,veh1,545.281043373148,519.1916961977824,1.468324384103849,43.56451756876352,4.848885378740226,-0.6865679160272062,158428.80112401248,496717.68575581175,99.0,2,decelerate,13.102843304464258,10,27.78,4,18.766000000000002,15,6,9,2,3
45,veh1,569.6196861199909,694.7060420691855,1.4685856237142874,43.566101405685465,15.138096486075483,0.4758522947436923,147682.8469345636,463028.6369880268,79.0,2,decelerate,3.713775918676375,6,16.66,2,15.632078,4,1,3,0,3
31,veh1,675.3621346625694,550.7079809891283,1.4699273748285953,43.56482281133507,13.211176539948998,-1.275392765372107,128315.59711511005,402305.8365022691,81.0,2,decelerate,2.199239229532206,10,16.66,1,15.632078,3,1,2,1,0
31,veh1,634.3999876239731,564.4717006677153,1.4694171964787215,43.56493990989736,11.49211642503235,7.3922098556067795,148807.36371532036,466553.21573508636,89.0,2,decelerate,12.104675369760376,9,16.66,1,15.632078,4,3,1,2,0
43,veh1,639.5865729508123,554.3525036425605,1.469483704130062,43.56484968687834,15.549858650163337,6.807614315766841,147716.8204947079,463132.7464951746,100.0,2,decelerate,4.463335427235351,11,16.66,1,15.632078,9,5,4,0,2
20,veh1,579.3470392339073,542.3307560883095,1.4687407835935036,43.56473149261827,10.84574017105364,-1.91944216340932,151612.6983534212,475349.0236084703,76.0,2,decelerate,14.590046895729863,18,27.78,4,18.766000000000002,3,2,1,2,1
70,veh1,546.0348725627128,729.4741582041332,1.4682857468267487,43.566410440739716,5.356176769889241,-3.135653075239234,151706.4798147279,475642.6111610959,102.0,2,decelerate,2.5903081005983513,14,16.66,2,15.632078,12,5,7,1,2
41,veh1,634.5768299335381,563.8341672459711,1.469419530808904,43.56493420078411,12.106574946930913,9.424044967163354,160448.8590234206,503051.8527371848,103.0,2,decelerate,6.216445013310643,5,16.66,2,15.632078,9,4,5,2,0
54,veh1,599.1803083027646,651.6087990652702,1.4689613681209273,43.56571839034696,11.740917070100426,1.6085535340418105,144029.5839815279,451572.98551371624,99.0,2,decelerate,3.476327379380609,13,16.66,3,15.632078,8,4,4,2,1
23,veh1,569.9458737028664,536.1703979014277,1.4686258184797414,43.56467448437812,7.608628704057157,1.5373005810430254,162195.3981783477,508526.9178650872,100.0,2,decelerate,7.582623029531819,13,27.78,4,18.766000000000002,13,4,9,3,1
70,veh1,455.92107809849097,774.6710770766911,1.4671599465418554,43.56680230332595,16.16528109222092,0.528323067127296,148055.98005062138,464198.25331689743,86.0,2,decelerate,6.731431050839416,12,16.66,2,15.632078,3,2,1,2,0
41,veh1,569.1873221765209,695.3527840811774,1.468580124172824,43.56610715528783,14.192734861917796,-4.0,134323.55043155974,421144.0377582821,71.0,2,decelerate,6.839500345566802,9,16.66,2,15.632078,0,0,0,0,1
37,veh1,680.0622148825565,562.0235787880175,1.469982975386718,43.56492544159567,14.563363289399074,-4.0,142846.5941522977,447865.58628786274,90.0,2,decelerate,2.913006269812655,17,16.66,1,15.632078,4,3,1,2,0
29,veh1,634.5910330659636,563.7829635965896,1.4694197182911715,43.56493374225532,11.149903053870869,6.8426695081871,162942.80429109576,510872.9134142464,84.0,2,decelerate,6.644858667683136,7,16.66,1,15.632078,3,0,3,0,1
68,veh1,567.8963892638837,697.2845398065624,1.4685637037124528,43.566124328873585,9.802731515964657,1.7139806722240216,161684.8859388865,506927.1539502274,105.0,2,decelerate,2.407417776849694,9,16.66,3,15.632078,10,8,2,0,5
36,veh1,679.0345724176617,573.8920058934756,1.4699675505403862,43.56503209881824,13.193671764418504,0.422916496405378,141598.9891129898,443953.7285335559,84.0,2,decelerate,10.359193931842972,6,16.66,1,15.632078,3,2,1,2,0
65,veh1,555.7550376650098,715.2332520060799,1.4684093173014152,43.566283871034706,7.443637086224562,-4.0,185458.2955484669,581461.5393612041,107.0,2,decelerate,8.472241150436577,5,16.66,1,15.632078,10,7,3,4,0
47,veh1,537.8136666376287,742.165749063522,1.468181084346879,43.56652331362188,9.273603350676389,-3.6609638115415297,147767.1471519751,463292.4093466959,76.0,2,decelerate,6.913262073455714,15,16.66,1,15.632078,1,0,1,0,1
49,veh1,529.653607208194,755.6898862274508,1.468076988431557,43.566643690269686,1.1849674085959272,-2.331783263344098,157512.82606089915,493848.38402582944,76.0,2,decelerate,5.131594477035245,7,16.66,2,15.632078,0,0,0,0,1
47,veh1,615.4160479218442,568.5411633950761,1.4691812797496442,43.564973392180036,4.698703243468665,-0.9514088412993464,173440.84160301252,543784.8488344803,104.0,2,decelerate,3.88347376701743,5,27.78,4,18.766000000000002,15,9,6,0,3
51,veh1,532.9853849308612,750.1679388310217,1.4681194911691309,43.56659454012132,1.3126434413149815,-0.28385461075675855,140763.28745718367,441333.5488391793,77.0,2,decelerate,11.583964615449728,6,16.66,2,15.632078,1,1,0,0,1
39,veh1,640.9247428326357,602.6225739476941,1.4694892659801437,43.56528438658222,12.423199736629847,0.012162826136098204,132425.6810160538,415193.1262851451,83.0,2,decelerate,7.11959447391568,19,16.66,1,15.632078,3,0,3,2,0
70,veh1,351.9168620240629,703.6547073983122,1.465888738987705,43.56614581554812,15.87418321327679,-2.227532643591985,127869.21749120658,400907.956952339,75.0,2,decelerate,9.086058936059535,20,27.78,1,18.766000000000002,0,0,0,1,0
40,veh1,613.2551387254731,566.0654285155617,1.4691550957732302,43.56495074991131,9.111073188549879,3.7764323335554755,146357.41603689396,458871.29002293857,101.0,2,decelerate,6.405803123973464,9,27.78,5,18.766000000000002,9,7,2,1,2
33,veh1,642.7683744569719,550.920106791047,1.4695238717216115,43.5648193193018,14.3517655138243,1.5304528816162843,144510.91984174703,453083.58829647786,85.0,2,decelerate,4.579422922840644,11,16.66,1,15.632078,3,3,0,0,2
54,veh1,595.1797016786741,657.1936498145797,1.4689105732725236,43.56576799612895,12.973473450890783,2.2952665903776968,140019.65326570487,439000.3975371714,97.0,2,decelerate,6.657436378800412,17,16.66,3,15.632078,9,5,4,1,2
39,veh1,563.2864113639408,531.806612027817,1.4685443812793082,43.564634101633075,8.183831111091871,1.7075966136323384,147806.75963554654,463413.65071578237,100.0,2,decelerate,4.408431727582196,19,27.78,5,18.766000000000002,14,9,5,4,0
19,veh1,533.0271092005839,504.570743332138,1.4681760377344983,43.56438393328798,14.029979065754912,8.575257810298353,139528.82124826897,437462.0821403236,87.0,2,decelerate,8.354797625446132,15,27.78,3,18.766000000000002,5,2,3,3,1
43,veh1,584.8501696370423,671.9573262427617,1.4687793426548552,43.56589917081284,18.170997882666068,4.047983724158257,164018.1135378169,514244.97252313554,72.0,2,decelerate,12.546344263899579,9,16.66,2,15.632078,3,0,3,0,2
31,veh1,624.6779726249712,571.195656999731,1.4692953216052784,43.56499882058104,7.954823353093727,2.2369797943804706,160538.59164279955,503333.0013721224,100.0,2,decelerate,12.958592323942991,8,27.78,5,18.766000000000002,6,2,4,0,2
20,veh1,549.6570370246706,522.4702331115196,1.4683778032602122,43.56454780462235,15.793808510432772,2.295267707859036,184075.14301646562,577124.7429107275,105.0,2,decelerate,12.832382851814582,12,27.78,1,18.766000000000002,9,4,5,4,0
24,veh1,571.9435122484031,537.4794025059945,1.468650247213594,43.564686597976845,7.459260914658074,-3.430335660243472,150322.28160515992,471303.8934154584,88.0,2,decelerate,3.670201109766661,19,27.78,4,18.766000000000002,5,0,5,3,0
15,veh1,0.0,0.0,0.0,0.0,0.0,0.0,147535.10356885334,462563.5131272208,99.0,0,Aucune,0.0,0,0.0,0,0.0,7,3,4,0,0
54,veh1,633.3492867768572,567.72062221075,1.4694034500019657,43.56496897921649,7.863090385582382,5.256564696319402,149092.10640371067,467443.2524516558,105.0,2,decelerate,13.23423923642872,17,12.66,1,11.878878,15,8,7,1,1
46,veh1,598.9176248644922,651.9755054013126,1.468958032887954,43.56572164750807,17.572752994109084,1.9868643065960647,144177.52890536631,452037.46086531226,84.0,2,decelerate,11.851693134342629,12,16.66,4,15.632078,3,3,0,2,0
63,veh1,512.5194249635068,804.1326101295931,1.467853836230603,43.56707687896974,11.256881406166096,-0.7262730687419161,163356.23876106762,512169.331465329,84.0,2,decelerate,8.506506542581086,5,16.66,1,15.632078,2,1,1,0,1
52,veh1,523.6717054029367,773.987826819479,1.4679987655506932,43.56680739706053,7.800226671703928,-2.352220224032237,168207.50700911565,527379.3313577225,78.0,2,decelerate,7.51406117019689,11,16.66,1,15.632078,0,0,0,1,0
50,veh1,581.1428529784858,677.4946877486947,1.4687321888253362,43.56594839769449,15.154854884240482,4.327792038720652,168963.39474013317,529745.2222088907,102.0,2,decelerate,11.88382106123898,6,16.66,4,15.632078,14,3,11,1,3
13,veh1,0.0,0.0,0.0,0.0,0.0,0.0,162001.9770750666,507921.12614920316,97.0,0,Aucune,0.0,0,0.0,0,0.0,9,4,5,0,0
69,veh1,680.0325363491139,568.5355672903795,1.4699811241899023,43.56498405096744,11.281224194588384,-0.19021821247435966,163788.64482305205,513522.161857102,109.0,2,decelerate,10.230573201328024,15,16.66,1,15.632078,15,8,7,3,0
48,veh1,584.7555576894495,672.098641540281,1.468778139274489,43.565900427099415,16.873876009489717,-0.6045594011165569,139927.58678139298,438713.2593346392,77.0,2,decelerate,4.21950238063393,15,16.66,3,15.632078,4,2,2,1,2
57,veh1,526.9980488240523,762.633342176364,1.4680425319743593,43.566705747546784,10.196941393886144,4.216808442036558,161187.2200257,505368.08833155595,82.0,2,decelerate,9.029891940342598,9,16.66,1,15.632078,3,2,1,2,0
44,veh1,558.1660735698642,711.7228073084251,1.4684399632240739,43.56625267351879,17.705083627192305,3.51234876527451,138281.46774484852,433553.5510621125,73.0,2,decelerate,5.814366637810812,12,16.66,1,15.632078,1,0,1,1,0
11,veh1,0.0,0.0,0.0,0.0,0.0,0.0,155935.7652671859,488903.5428177992,87.0,0,Aucune,0.0,0,0.0,0,0.0,7,4,3,0,0
27,veh1,556.7046398990365,527.4674824947814,1.4684639002402562,43.56459395364781,8.860540499664006,2.9905514085932126,139881.15594839695,438564.70460907463,100.0,2,decelerate,9.405951203488186,19,27.78,1,18.766000000000002,8,6,2,4,0
19,veh1,521.6889517832781,488.6873820402862,1.4680393156569438,43.564239086647326,3.746219539483598,3.746219539483598,151079.1307010518,473672.5403496033,102.0,2,decelerate,11.1260928536992,16,27.78,3,18.766000000000002,7,3,4,4,0
